
 Cta.mayor               4000850000  EMRF CAPEX
 Sociedad                1167

-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
|   Ejerc./mes|Lib.mayor |Material          |Cta.CP    |Texto cab.documento      |Referencia      |Doc.comp. |Nº doc.   |Pos|Asignación        |Texto                              |Div.|Fecha doc.|Fe.contab.|CT|       Importe en ML|       Importe en MD|ML   |Mon. |II|Usuario     |Elemento PEP            |Nombre de la cuenta                |Clave de referencia |         Cantidad| Año|
|   2015/03   |4000850000|                  |2302000000|                         |                |          |5000078533| 10|940039917800005   |MO ALTAS CORPORATIVAS              |    |26.03.2015|26.03.2015|96|          3.099.731-|          3.099.731-|COP  |COP  |  |NH009610    |                        |FSCR INGENIERIA SAS                |50084146542015      |           1,000-|2015|
|   2015/03   |4000850000|                  |2302000000|                         |                |          |5000078533| 12|940039917800006   |MO ALTAS CORPORATIVAS              |    |26.03.2015|26.03.2015|96|            131.904-|            131.904-|COP  |COP  |  |NH009610    |                        |FSCR INGENIERIA SAS                |50084146542015      |           1,000-|2015|
|   2015/03   |4000850000|                  |2302000000|                         |                |          |5000078533| 14|940039917800007   |MO ALTAS CORPORATIVAS              |    |26.03.2015|26.03.2015|96|          7.175.548-|          7.175.548-|COP  |COP  |  |NH009610    |                        |FSCR INGENIERIA SAS                |50084146542015      |           1,000-|2015|
|   2015/03   |4000850000|                  |2302000000|                         |                |          |5000078533| 16|940039917800008   |MO ALTAS CORPORATIVAS              |    |26.03.2015|26.03.2015|96|          9.847.147-|          9.847.147-|COP  |COP  |  |NH009610    |                        |FSCR INGENIERIA SAS                |50084146542015      |           1,000-|2015|
|   2015/03   |4000850000|                  |2302000000|                         |                |          |5000078533| 18|940039917800009   |MO ALTAS CORPORATIVAS              |    |26.03.2015|26.03.2015|96|            229.489-|            229.489-|COP  |COP  |  |NH009610    |                        |FSCR INGENIERIA SAS                |50084146542015      |           1,000-|2015|
|   2015/03   |4000850000|                  |2302000000|                         |                |          |5000078533| 20|940039917800010   |MO ALTAS CORPORATIVAS              |    |26.03.2015|26.03.2015|96|          1.436.043-|          1.436.043-|COP  |COP  |  |NH009610    |                        |FSCR INGENIERIA SAS                |50084146542015      |           1,000-|2015|
|   2015/03   |4000850000|                  |2302000000|                         |                |          |5000078533| 22|940039917800011   |MO ALTAS CORPORATIVAS              |    |26.03.2015|26.03.2015|96|            591.107-|            591.107-|COP  |COP  |  |NH009610    |                        |FSCR INGENIERIA SAS                |50084146542015      |           1,000-|2015|
|   2015/03   |4000850000|                  |2302000000|                         |                |          |5000078533| 24|940039917800012   |MO ALTAS CORPORATIVAS              |    |26.03.2015|26.03.2015|96|            139.084-|            139.084-|COP  |COP  |  |NH009610    |                        |FSCR INGENIERIA SAS                |50084146542015      |           1,000-|2015|
|   2015/03   |4000850000|                  |2302000000|                         |                |          |5000078533| 26|940039917800013   |MO ALTAS CORPORATIVAS              |    |26.03.2015|26.03.2015|96|          2.597.394-|          2.597.394-|COP  |COP  |  |NH009610    |                        |FSCR INGENIERIA SAS                |50084146542015      |           1,000-|2015|
|   2015/03   |4000850000|                  |2302000000|                         |                |          |5000078533| 30|940039917800015   |MO ALTAS CORPORATIVAS              |    |26.03.2015|26.03.2015|96|          1.124.095-|          1.124.095-|COP  |COP  |  |NH009610    |                        |FSCR INGENIERIA SAS                |50084146542015      |           1,000-|2015|
|   2015/03   |4000850000|                  |2302000000|                         |                |          |5000078533| 32|940039917800016   |MO ALTAS CORPORATIVAS              |    |26.03.2015|26.03.2015|96|          1.091.699-|          1.091.699-|COP  |COP  |  |NH009610    |                        |FSCR INGENIERIA SAS                |50084146542015      |           1,000-|2015|
|   2015/03   |4000850000|                  |2302000000|                         |                |          |5000078533| 34|940039917800017   |MO ALTAS CORPORATIVAS              |    |26.03.2015|26.03.2015|96|          1.888.608-|          1.888.608-|COP  |COP  |  |NH009610    |                        |FSCR INGENIERIA SAS                |50084146542015      |           1,000-|2015|
|   2015/03   |4000850000|                  |2302000000|                         |                |          |5000078533| 36|940039917800018   |MO ALTAS CORPORATIVAS              |    |26.03.2015|26.03.2015|96|         14.854.520-|         14.854.520-|COP  |COP  |  |NH009610    |                        |FSCR INGENIERIA SAS                |50084146542015      |           1,000-|2015|
|   2015/03   |4000850000|                  |2302000000|                         |                |          |5000078533| 38|940039917800019   |MO ALTAS CORPORATIVAS              |    |26.03.2015|26.03.2015|96|          1.467.478-|          1.467.478-|COP  |COP  |  |NH009610    |                        |FSCR INGENIERIA SAS                |50084146542015      |           1,000-|2015|
|   2018/12   |4000850000|                  |2302000000|                         |                |          |5000078925|  2|940220413100001   |Servicios Desarrollador Senior - O |    |14.12.2018|14.12.2018|96|          7.262.325-|          7.262.325-|COP  |COP  |  |NH007264    |                        |OESIA NETWORKS SL SUCURSAL COLOMBIA|50235502492018      |           0,930-|2018|
|   2018/12   |4000850000|                  |2302000000|                         |                |          |5000078925|  4|940220413100002   |Servicios Desarrollador Junior - O |    |14.12.2018|14.12.2018|96|          5.166.164-|          5.166.164-|COP  |COP  |  |NH007264    |                        |OESIA NETWORKS SL SUCURSAL COLOMBIA|50235502492018      |           0,870-|2018|
|   2018/12   |4000850000|                  |2302000000|                         |                |          |5000078925|  6|940220413100003   |Equipo Portatil                    |    |14.12.2018|14.12.2018|96|            487.648-|            487.648-|COP  |COP  |  |NH007264    |                        |OESIA NETWORKS SL SUCURSAL COLOMBIA|50235502492018      |           2,000-|2018|
|   2018/12   |4000850000|                  |2303000000|                         |                |          |5000079126|  2|940221186400001   |Instalación de sistema de presión  |    |17.12.2018|17.12.2018|96|          6.376.020-|          6.376.020-|COP  |COP  |  |NH007765    |                        |IGNACIO GOMEZ IHM SAS              |50235683782018      |           1,000-|2018|
|   2018/12   |4000850000|                  |2302000000|                         |                |          |5000079142|  2|940221002100001   |PMUT CAPEX                         |    |17.12.2018|17.12.2018|96|         23.679.625-|         23.679.625-|COP  |COP  |  |NH007264    |                        |INDRA COLOMBIA LTDA                |50235705172018      |          52,000-|2018|
|   2018/12   |4000850000|10106110948       |2310100000|                         |0180337186      |          |5000079376|  2|940199896500004   |ROU-DX-ISR4331-V*K9**************- |    |17.12.2018|17.12.2018|96|         49.716.234-|          15.639,80-|COP  |USD  |  |NHX103295   |P-1167-18-4002-00537-201|CISCO SYSTEMS INC                  |50235795652018      |           3,000-|2018|
|   2018/12   |4000850000|                  |2302000000|                         |                |          |5000079379|  2|940202350600001   |PMUT CAPEX                         |    |17.12.2018|17.12.2018|96|        171.540.667-|        171.540.667-|COP  |COP  |  |NH007264    |                        |INDRA COLOMBIA LTDA                |50235800342018      |         376,700-|2018|
|   2018/12   |4000850000|                  |2302000000|                         |                |          |5000079513|  2|940220440300001   |SUMINISTRO E INSTALACIÓN DE S.S. L |    |17.12.2018|17.12.2018|96|            421.795-|            421.795-|COP  |COP  |  |NH007264    |                        |INGEMEC ASOCIADOS LIMITADA         |50235851362018      |          11,000-|2018|
|   2018/12   |4000850000|                  |2302000000|                         |                |          |5000079513|  4|940220440300002   |SUMINISTRO E INSTALACIÓN DE S.S. S |    |17.12.2018|17.12.2018|96|            476.124-|            476.124-|COP  |COP  |  |NH007264    |                        |INGEMEC ASOCIADOS LIMITADA         |50235851362018      |          11,000-|2018|
|   2018/12   |4000850000|                  |2302000000|                         |                |          |5000079513|  6|940220440300003   |CALCULO Y DISEÑO HIDROSANITARIO    |    |17.12.2018|17.12.2018|96|          4.561.144-|          4.561.144-|COP  |COP  |  |NH007264    |                        |INGEMEC ASOCIADOS LIMITADA         |50235851362018      |           1,000-|2018|
|   2018/12   |4000850000|                  |2302000000|                         |                |          |5000079513|  8|940220440300004   |IMPERMEABILIZACION CONCRETOS       |    |17.12.2018|17.12.2018|96|          2.158.065-|          2.158.065-|COP  |COP  |  |NH007264    |                        |INGEMEC ASOCIADOS LIMITADA         |50235851362018      |          75,470-|2018|
|   2018/12   |4000850000|                  |2302000000|                         |                |          |5000079513| 10|940220440300005   |MAMPOSTERIA EN LADRILLO DE ARCILLA |    |17.12.2018|17.12.2018|96|         30.328.700-|         30.328.700-|COP  |COP  |  |NH007264    |                        |INGEMEC ASOCIADOS LIMITADA         |50235851362018      |         478,650-|2018|
|   2018/12   |4000850000|                  |2302000000|                         |                |          |5000079513| 12|940220440300006   |FILOS, ESTRÍAS Y DILATACIONES EN M |    |17.12.2018|17.12.2018|96|          5.572.753-|          5.572.753-|COP  |COP  |  |NH007264    |                        |INGEMEC ASOCIADOS LIMITADA         |50235851362018      |         858,800-|2018|
|   2018/12   |4000850000|                  |2302000000|                         |                |          |5000079513| 14|940220440300007   |PAÑETE Y PINTURA PARA FACHADA      |    |17.12.2018|17.12.2018|96|         53.544.339-|         53.544.339-|COP  |COP  |  |NH007264    |                        |INGEMEC ASOCIADOS LIMITADA         |50235851362018      |       1.333,840-|2018|
|   2018/12   |4000850000|                  |2302000000|                         |                |          |5000079513| 16|940220440300008   |PINTURA PARA ESTRUCTURA METÁLICA E |    |17.12.2018|17.12.2018|96|         24.162.870-|         24.162.870-|COP  |COP  |  |NH007264    |                        |INGEMEC ASOCIADOS LIMITADA         |50235851362018      |       1.702,090-|2018|
